qid,start,runtime,status
8060,0.0,600,penalty
17650,0.0,600,penalty
16206,0.0,600,penalty
25313,0.0,22.48,ok
13485,79.9,15.13,ok
10906,95.6,600,penalty
3030,79.9,600,penalty
25372,79.7,22.28,ok
25642,102.3,11.48,ok
4399,114.3,16.11,ok
14246,22.8,110.24,ok
17162,130.7,5.49,ok
13935,133.4,2.97,ok
13417,136.5,10.1,ok
7026,136.8,11.41,ok
25134,146.9,18.7,ok
12462,148.7,22.73,ok
15678,159.8,29.06,ok
25714,159.8,35.28,ok
25712,189.3,8.04,ok
10274,195.4,600,penalty
10211,197.6,600,penalty
25765,166.0,600,penalty
22761,171.8,600,penalty
6294,260.3,11.85,ok
10742,260.3,22.64,ok
19920,260.3,25.39,ok
14203,286.2,600,penalty
10833,283.3,600,penalty
23470,260.1,56.72,ok
7392,317.3,20.0,ok
10731,337.6,6.33,ok
25699,272.5,105.64,ok
10867,378.4,600,penalty
10765,369.6,16.33,ok
14710,386.3,16.69,ok
13093,364.5,38.71,ok
11163,344.3,600,penalty
8282,403.4,22.53,ok
14972,426.3,8.33,ok
25258,403.9,50.3,ok
9968,454.6,14.5,ok
12429,434.9,50.56,ok
10521,469.5,18.96,ok
7141,487.0,15.07,ok
15194,441.6,89.48,ok
7497,531.4,14.43,ok
25629,502.4,65.94,ok
8403,568.8,45.99,ok
2837,486.0,132.54,ok
11559,615.3,18.28,ok
25682,619.1,28.12,ok
12575,488.8,159.61,ok
15574,647.5,10.03,ok
13360,633.9,26.26,ok
12380,648.7,19.36,ok
11123,658.1,11.33,ok
19935,546.3,169.05,ok
25321,660.5,56.48,ok
13250,717.5,10.61,ok
7551,715.7,25.9,ok
14381,742.1,3.05,ok
25469,745.6,16.67,ok
14319,728.6,59.27,ok
25340,788.2,10.24,ok
25388,799.3,600,penalty
10109,668.6,149.13,ok
25261,762.6,55.39,ok
8678,818.1,12.74,ok
12137,818.6,14.13,ok
7400,831.2,8.81,ok
25676,833.2,600,penalty
25478,867.7,15.59,ok
25680,883.7,51.54,ok
14786,840.5,95.5,ok
25361,669.8,269.82,ok
14114,913.8,27.51,ok
13092,935.7,600,penalty
23703,936.4,20.32,ok
6456,957.1,4.98,ok
13540,940.0,22.07,ok
25336,962.6,13.22,ok
15093,976.3,1.87,ok
17034,941.7,83.5,ok
10861,978.7,57.85,ok
25413,1037.0,13.6,ok
9414,1051.1,2.96,ok
25464,1012.3,55.69,ok
12689,1068.5,4.88,ok
12102,1054.5,28.52,ok
25501,1083.5,600,penalty
11052,962.5,123.37,ok
13341,1073.8,12.5,ok
10618,1086.3,600,penalty
9618,1086.6,600,penalty
23895,1025.6,600,penalty
11543,1152.6,40.9,ok
10371,1152.6,48.47,ok
14250,1193.9,22.26,ok
7857,1201.4,18.46,ok
11830,1148.7,72.07,ok
13541,1216.5,25.73,ok
5463,1220.6,109.63,ok
25345,1330.7,10.34,ok
17793,1341.5,5.53,ok
25279,1246.5,102.43,ok
25287,1242.6,106.6,ok
11787,1347.5,600,penalty
6292,1349.9,600,penalty
13210,1349.3,600,penalty
8277,1221.1,139.42,ok
4883,1360.9,16.45,ok
13074,1377.7,4.08,ok
10738,1382.1,17.6,ok
25366,1421.9,45.83,ok
14308,1421.7,52.08,ok
10001,1422.4,51.9,ok
25206,1474.7,22.21,ok
7034,1468.3,36.03,ok
4745,1505.1,15.84,ok
12054,1521.4,600,penalty
25394,1474.1,84.01,ok
25354,1400.0,193.3,ok
7107,1593.7,600,penalty
7670,1497.4,123.39,ok
25600,1621.3,600,penalty
8046,1587.6,46.74,ok
15679,1558.5,92.34,ok
17832,1651.2,1.9,ok
13839,1666.8,2.32,ok
25355,1634.8,39.85,ok
12827,1675.1,18.18,ok
13922,1669.5,47.52,ok
12118,1717.4,31.92,ok
12035,1692.3,59.07,ok
25673,1749.7,14.39,ok
7609,1653.4,118.54,ok
25471,1752.0,33.29,ok
4076,1772.4,600,penalty
10695,1785.6,12.11,ok
12431,1798.1,6.41,ok
11399,1694.2,116.42,ok
11038,1805.0,600,penalty
17693,1764.7,79.16,ok
17331,1844.4,2.78,ok
23189,1852.2,49.35,ok
14610,1810.9,113.43,ok
12829,1903.1,21.3,ok
9501,1924.7,600,penalty
25566,1901.9,50.1,ok
6388,1952.7,12.48,ok
13949,1965.6,9.67,ok
10458,1975.7,600,penalty
25412,1847.6,144.85,ok
12181,1925.1,81.1,ok
13826,2006.7,24.8,ok
7674,2031.9,3.61,ok
12370,1992.8,600,penalty
13932,2035.9,600,penalty
17213,2040.4,600,penalty
12646,2012.8,56.0,ok
9792,2069.1,2.74,ok
16743,2072.1,5.7,ok
10243,2078.1,1.91,ok
17987,2080.4,1.99,ok
7011,2082.7,2.32,ok
10187,2108.8,4.99,ok
11628,2114.2,12.01,ok
25367,2126.6,13.19,ok
11928,2140.2,17.26,ok
10866,2157.9,8.84,ok
13546,2102.8,80.11,ok
5460,2085.3,111.71,ok
13575,2183.4,26.43,ok
17297,2167.2,78.53,ok
16233,2246.2,38.47,ok
22447,2285.1,8.22,ok
11661,2293.7,43.24,ok
14823,2337.3,8.44,ok
13313,2197.5,169.62,ok
13712,2104.1,267.9,ok
25530,2210.2,166.81,ok
6727,2377.6,600,penalty
10569,2367.6,36.09,ok
11952,2346.2,71.94,ok
18604,2404.1,57.39,ok
25353,2447.1,600,penalty
15409,2461.8,50.97,ok
25651,2513.2,600,penalty
25370,2534.1,4.41,ok
15300,2539.0,4.05,ok
13127,2418.6,157.83,ok
25373,2598.9,600,penalty
19186,2576.7,55.07,ok
11889,2632.2,600,penalty
16853,2664.1,60.57,ok
10556,2695.6,29.63,ok
23782,2725.6,21.12,ok
11696,2543.6,252.85,ok
19571,2725.2,108.01,ok
25553,2372.3,600,penalty
8614,2747.1,110.35,ok
10543,2796.9,104.44,ok
16525,2918.7,600,penalty
25628,2901.7,90.14,ok
10682,2992.3,2.63,ok
10705,2995.3,600,penalty
25577,2981.6,20.22,ok
9876,3002.2,14.11,ok
7205,3016.7,600,penalty
10804,2833.6,222.59,ok
10755,3056.6,12.83,ok
11829,3061.7,15.01,ok
11341,3077.0,11.22,ok
12647,3081.5,18.15,ok
25441,3088.6,11.14,ok
25688,3100.1,600,penalty
25762,3069.8,36.25,ok
5887,3100.1,29.84,ok
25687,3130.4,9.81,ok
25278,3106.5,36.77,ok
12305,3140.5,14.63,ok
14018,3155.6,5.82,ok
15077,3143.7,26.77,ok
17169,3170.9,2.62,ok
8730,3161.7,12.42,ok
12855,3166.5,24.0,ok
17856,3174.9,19.61,ok
15204,3195.0,600,penalty
11949,3190.9,600,penalty
6409,3257.4,600,penalty
7414,3261.2,600,penalty
25385,3174.1,118.13,ok
12909,3292.7,21.65,ok
13614,3320.2,600,penalty
13404,3314.8,10.11,ok
14854,3325.4,2.14,ok
25294,2857.8,507.15,ok
5114,3338.1,30.11,ok
10172,3368.7,13.15,ok
9593,3384.1,7.58,ok
17875,3365.3,85.77,ok
25624,3451.5,36.77,ok
9972,3488.6,600,penalty
6703,3382.3,124.52,ok
11974,3507.2,9.74,ok
8332,3517.3,3.12,ok
12849,3328.1,220.07,ok
12760,3392.1,157.13,ok
9410,3520.8,48.13,ok
25334,3569.4,600,penalty
14904,3548.6,600,penalty
13917,3549.7,600,penalty
5216,3552.6,600,penalty
25746,3632.1,24.55,ok
25531,3631.7,24.97,ok
12991,3632.0,56.9,ok
25420,3657.0,34.77,ok
11170,3689.4,29.3,ok
10128,3719.0,600,penalty
12877,3631.7,96.84,ok
25350,3729.1,12.26,ok
8178,3741.8,15.24,ok
17125,3657.0,112.57,ok
12343,3757.4,22.23,ok
16969,3780.1,4.56,ok
7226,3785.7,5.03,ok
6725,3791.1,600,penalty
12184,3770.0,35.75,ok
11719,3692.3,128.62,ok
10375,3806.2,15.68,ok
12473,3821.3,8.84,ok
25570,3830.4,19.46,ok
10342,3856.0,600,penalty
10259,3850.3,12.52,ok
3969,3822.2,68.36,ok
8078,3785.0,151.86,ok
9351,3890.9,70.57,ok
25666,3937.3,33.54,ok
14364,3863.3,140.28,ok
25552,3971.3,41.85,ok
19031,3961.9,62.89,ok
10722,4025.2,600,penalty
6107,3922.0,107.81,ok
25310,4013.5,48.62,ok
13925,4062.5,600,penalty
16606,4089.8,23.7,ok
12959,4030.2,83.41,ok
12406,4126.1,600,penalty
10182,4114.0,600,penalty
25097,4114.0,20.28,ok
15259,4134.6,8.56,ok
14043,4003.9,157.16,ok
14051,4143.5,18.71,ok
25759,4161.6,15.93,ok
17990,4188.0,600,penalty
12915,4164.8,29.35,ok
13308,4195.2,9.29,ok
4618,4177.9,31.96,ok
13009,4205.4,16.45,ok
5957,4222.2,11.1,ok
18783,4194.6,600,penalty
9920,4234.0,600,penalty
8198,4210.4,35.74,ok
20103,4276.7,23.45,ok
3487,4300.6,600,penalty
8447,4307.0,22.62,ok
24675,4307.0,32.77,ok
14313,4340.2,6.55,ok
9822,4347.2,16.96,ok
10406,4330.1,47.56,ok
18059,4378.0,11.65,ok
15010,4364.5,69.69,ok
14129,4272.8,181.37,ok
7605,4454.5,3.04,ok
7399,4458.0,10.92,ok
25499,4469.3,600,penalty
13321,4378.7,107.62,ok
12530,4486.7,22.23,ok
9651,4509.3,600,penalty
6251,4390.1,129.29,ok
25576,4532.6,10.31,ok
25369,4543.3,27.03,ok
5085,4570.8,600,penalty
14034,4575.3,600,penalty
14553,4519.8,83.36,ok
25250,4434.5,173.51,ok
25403,4608.3,27.1,ok
11345,4635.9,1.18,ok
13307,4638.2,9.47,ok
14628,4603.7,48.32,ok
11540,4637.7,26.8,ok
10678,4654.5,23.48,ok
9752,4678.3,600,penalty
14809,4665.3,17.23,ok
25683,4648.4,41.49,ok
13805,4682.9,17.99,ok
12388,4701.3,19.82,ok
11769,4721.6,12.59,ok
8156,4734.5,7.27,ok
15614,4740.2,16.01,ok
25496,4742.3,600,penalty
12346,4645.3,131.06,ok
17922,4776.8,56.96,ok
25251,4821.1,13.31,ok
25689,4834.8,4.5,ok
19605,4834.2,38.84,ok
10614,4873.4,10.76,ok
7802,4884.6,600,penalty
13438,4756.6,166.93,ok
14677,4690.3,249.67,ok
25492,4924.0,22.72,ok
10074,4940.5,8.69,ok
25781,4949.7,14.23,ok
3924,4954.1,36.41,ok
25701,4947.1,48.19,ok
3050,4991.0,15.43,ok
25246,5006.9,8.34,ok
13912,4995.7,19.89,ok
12846,5016.0,7.29,ok
22951,5015.7,600,penalty
25447,4839.6,248.49,ok
12269,4964.2,127.8,ok
12511,5023.7,95.38,ok
25593,5088.7,46.24,ok
10073,5119.4,30.61,ok
12245,5150.4,8.98,ok
10639,5135.3,26.51,ok
15889,5159.8,7.89,ok
12878,5092.4,85.26,ok
10110,5168.1,29.58,ok
11112,5198.1,3.01,ok
9179,5201.5,26.8,ok
10319,5114.8,120.55,ok
25434,5235.8,600,penalty
11417,5162.4,84.0,ok
9398,5228.7,600,penalty
16177,5178.0,86.29,ok
6373,5264.7,11.26,ok
10499,5246.8,69.46,ok
10330,5313.9,10.1,ok
10549,5316.6,12.52,ok
5123,5329.6,3.6,ok
12150,5324.3,31.4,ok
25752,5300.7,144.28,ok
18997,5445.4,600,penalty
10664,5333.6,145.79,ok
19844,5356.1,141.22,ok
25283,5497.8,600,penalty
13678,5479.8,47.79,ok
25397,5276.4,251.45,ok
15697,5528.4,35.07,ok
10893,5564.0,24.47,ok
17175,5510.7,84.04,ok
10533,5577.0,18.92,ok
13593,5596.4,11.03,ok
17087,5595.3,23.53,ok
25702,5607.9,600,penalty
25377,5619.4,12.12,ok
18656,5589.1,52.19,ok
