qid,start,runtime,status
25365,0.0,600,penalty
11087,0.0,600,penalty
10225,209.1,17.52,ok
13063,227.2,14.58,ok
25676,209.1,43.38,ok
12384,253.1,14.77,ok
12661,242.3,50.6,ok
11479,268.5,37.7,ok
25654,293.5,32.86,ok
10990,306.8,99.64,ok
25673,407.0,10.62,ok
7520,418.2,24.25,ok
18997,443.0,9.16,ok
25447,327.0,148.24,ok
24675,475.8,9.9,ok
15078,486.2,1.62,ok
10319,488.3,144.73,ok
10274,633.5,5.73,ok
10848,639.8,1.97,ok
12343,642.3,2.16,ok
12473,644.9,1.58,ok
17190,647.0,2.38,ok
25251,649.9,5.81,ok
10243,656.3,2.11,ok
19920,658.9,1.65,ok
10808,452.9,220.48,ok
25577,674.0,13.81,ok
12125,661.0,107.32,ok
25385,688.5,109.13,ok
9752,798.1,4.35,ok
15046,803.0,8.95,ok
25530,768.9,56.68,ok
15678,826.3,26.6,ok
12370,812.4,126.96,ok
24380,853.6,85.89,ok
4745,940.2,4.54,ok
13093,939.9,31.56,ok
10088,972.1,27.38,ok
25712,1000.1,3.44,ok
4676,1004.1,6.49,ok
7175,945.9,88.22,ok
25518,1034.7,9.02,ok
9669,1044.2,3.56,ok
13912,1048.3,1.22,ok
9157,1050.0,21.72,ok
11753,1011.3,408.06,ok
11703,1072.3,380.87,ok
25736,1453.7,29.01,ok
13839,1483.2,1.9,ok
9844,1485.6,43.25,ok
12293,1419.8,177.36,ok
10833,1529.4,86.73,ok
10872,1616.8,26.43,ok
14132,1643.9,20.21,ok
6383,1664.8,600,penalty
14464,1597.8,600,penalty
25261,1734.3,41.19,ok
12915,1776.1,13.99,ok
13925,1734.3,55.92,ok
4690,1790.6,5.02,ok
25641,1796.6,18.29,ok
15889,1815.5,2.45,ok
10406,1791.3,37.54,ok
18604,1818.5,21.05,ok
14381,1840.1,2.78,ok
11235,1829.4,13.43,ok
10738,1843.4,28.04,ok
13307,1872.1,7.1,ok
5543,1879.8,13.42,ok
25336,1893.8,11.9,ok
25305,1906.2,5.03,ok
7392,1911.9,10.28,ok
6917,1922.7,3.71,ok
19434,1843.4,84.87,ok
14194,1927.1,11.85,ok
22951,1928.8,21.37,ok
25541,1950.8,35.33,ok
10664,1986.8,78.88,ok
12054,1940.9,136.18,ok
10412,2066.3,13.35,ok
12431,2080.2,11.98,ok
25759,2092.9,9.81,ok
13250,2103.3,10.57,ok
25412,2077.9,51.67,ok
10742,2114.6,15.7,ok
9553,2131.0,80.41,ok
7107,2212.1,35.91,ok
6618,2130.1,140.01,ok
8569,2270.8,12.65,ok
8793,2284.1,11.51,ok
10916,2248.8,108.25,ok
15776,2296.2,81.88,ok
25355,2357.7,33.09,ok
14222,2391.3,6.29,ok
5888,2378.6,19.13,ok
11778,2398.1,13.54,ok
14315,2398.3,20.99,ok
14066,2412.2,11.23,ok
12232,2419.9,3.64,ok
12950,2425.0,21.43,ok
25434,2423.9,34.33,ok
25476,2458.9,600,penalty
9398,2447.1,600,penalty
10682,2522.9,5.91,ok
25379,2522.5,6.67,ok
25278,2529.3,22.28,ok
7393,2529.8,27.4,ok
11830,2552.1,24.61,ok
18457,2557.8,19.68,ok
25632,2577.4,11.55,ok
11787,2589.6,6.35,ok
15973,2596.5,3.43,ok
9920,2578.4,38.55,ok
14409,2600.6,16.46,ok
25366,2617.7,33.84,ok
25488,2652.3,13.68,ok
19677,2666.7,9.16,ok
12975,2617.5,70.16,ok
25481,2688.2,11.96,ok
13615,2700.8,2.46,ok
6289,2703.8,21.85,ok
25748,2726.3,14.6,ok
25766,2741.5,13.04,ok
12346,2676.4,103.8,ok
12457,2780.8,8.85,ok
5244,2790.3,9.28,ok
10543,2755.1,75.62,ok
9651,2800.1,51.17,ok
4618,2831.4,22.15,ok
14770,2854.2,13.79,ok
12951,2868.6,15.23,ok
13546,2851.9,32.03,ok
10618,2884.4,11.21,ok
12243,2884.6,12.05,ok
25582,2898.9,26.63,ok
13541,2926.1,13.84,ok
12245,2940.4,6.0,ok
25395,2946.9,165.57,ok
17125,3113.2,19.86,ok
14706,3133.6,7.08,ok
25370,3141.2,2.47,ok
15888,3144.1,9.36,ok
11542,3154.0,43.11,ok
20270,2896.7,316.41,ok
12940,3197.7,29.31,ok
12689,3227.5,4.11,ok
25680,3232.1,22.71,ok
9421,3255.4,19.58,ok
18664,3275.6,1.91,ok
12909,3278.2,13.98,ok
25683,3292.7,15.89,ok
23626,3309.6,41.95,ok
15192,3352.1,6.08,ok
23616,3358.7,13.64,ok
14719,3372.8,14.01,ok
7802,3387.3,7.9,ok
6765,3395.7,13.29,ok
9862,3213.7,298.79,ok
17331,3513.0,2.62,ok
16858,3516.1,39.73,ok
10829,3556.4,23.04,ok
25702,3579.9,10.83,ok
10446,3591.3,3.56,ok
11069,3595.3,5.26,ok
11474,3409.6,217.18,ok
