qid,start,runtime,status
16989,0.0,77.47,ok
25709,0.0,77.48,ok
10322,77.8,42.47,ok
7670,77.8,82.42,ok
16367,120.7,43.05,ok
10765,160.6,15.92,ok
25646,164.1,18.54,ok
13935,176.9,13.33,ok
11919,190.7,19.59,ok
7234,0.0,252.17,ok
17391,183.0,93.72,ok
14904,252.7,35.14,ok
25420,288.3,600,penalty
25420,371.7,600,penalty
25250,277.1,600,penalty
3676,210.7,600,penalty
14904,444.8,18.9,ok
25420,450.8,600,penalty
16761,464.0,600,penalty
25250,444.9,82.09,ok
25678,527.3,39.38,ok
10458,567.1,11.39,ok
25576,578.9,7.35,ok
25678,545.6,45.11,ok
16761,540.0,77.07,ok
25756,617.4,9.29,ok
13920,627.0,29.41,ok
15877,656.8,1.95,ok
25271,659.1,7.31,ok
16115,666.7,20.56,ok
25249,687.6,5.08,ok
15503,591.2,112.41,ok
14114,704.0,2.52,ok
13712,586.5,161.57,ok
25699,707.0,48.91,ok
8332,756.4,7.13,ok
25300,748.5,18.17,ok
25773,763.8,13.86,ok
16586,767.5,10.55,ok
18783,693.0,94.48,ok
7777,778.0,20.89,ok
25533,799.3,24.05,ok
10521,823.8,18.03,ok
15020,842.2,2.79,ok
10533,845.5,15.88,ok
12860,861.7,10.31,ok
25701,872.4,50.25,ok
23615,787.9,137.62,ok
14183,778.4,167.7,ok
15832,926.3,25.06,ok
11927,923.1,30.82,ok
25753,946.4,11.72,ok
11565,954.2,16.75,ok
11829,951.9,25.66,ok
15024,978.2,3.32,ok
9179,982.0,8.16,ok
10172,990.6,12.33,ok
11082,971.3,46.07,ok
11959,1003.4,23.87,ok
14823,1017.9,9.77,ok
25386,1028.2,14.82,ok
25682,1043.5,23.78,ok
22761,1027.8,76.13,ok
22018,1104.4,6.41,ok
12297,1068.0,100.63,ok
13292,1169.0,37.79,ok
25321,1207.3,32.45,ok
20307,1111.3,147.89,ok
14371,1240.2,37.54,ok
14099,1259.5,30.13,ok
25623,958.5,332.0,ok
13673,1290.1,3.59,ok
10155,1291.3,38.39,ok
12118,1294.5,58.6,ok
10342,1353.4,600,penalty
6725,1278.2,115.3,ok
10015,1330.1,108.19,ok
13162,1394.0,47.93,ok
13162,1423.9,28.64,ok
16969,1453.0,9.47,ok
7254,1462.8,600,penalty
12610,1442.3,600,penalty
16525,1438.6,39.42,ok
25508,1478.3,47.0,ok
7186,1525.6,3.75,ok
7186,1528.0,6.71,ok
10696,1529.9,20.29,ok
25762,1550.6,27.5,ok
7497,1535.2,43.98,ok
17018,1578.5,15.42,ok
11878,1579.5,45.74,ok
12102,1625.6,18.37,ok
25508,1527.7,116.65,ok
25687,1644.4,16.04,ok
7400,1644.8,24.2,ok
5254,1594.2,121.6,ok
17922,1669.4,86.23,ok
25454,1756.0,9.0,ok
10211,1716.1,50.24,ok
12183,1765.5,15.7,ok
13216,1660.8,139.39,ok
15014,1766.8,46.06,ok
10330,1800.5,16.82,ok
17693,1781.6,52.78,ok
25083,1834.7,4.27,ok
14607,1817.8,22.21,ok
8046,1813.3,44.33,ok
13282,1839.4,20.83,ok
25389,1858.1,14.16,ok
13074,1860.7,24.32,ok
8282,1872.8,600,penalty
8474,1885.3,25.33,ok
5532,1840.4,90.45,ok
25048,1911.0,38.98,ok
9000,1931.2,20.25,ok
8156,1951.8,14.07,ok
9000,1950.3,19.37,ok
25574,1953.4,21.42,ok
17650,1970.1,10.19,ok
3585,1975.2,15.64,ok
12388,1980.7,600,penalty
15172,1991.2,32.93,ok
13127,1966.2,70.75,ok
10259,2024.5,72.18,ok
14239,2037.2,76.81,ok
4399,2097.1,28.65,ok
14239,2066.1,67.19,ok
13485,2114.7,43.81,ok
19122,2126.7,41.93,ok
11559,2159.0,22.5,ok
12518,2133.7,47.89,ok
14854,2182.1,4.42,ok
25373,2182.2,24.11,ok
22013,2206.6,11.17,ok
13586,2218.3,43.63,ok
4601,2262.2,15.3,ok
17175,2169.0,108.64,ok
25486,2277.8,12.4,ok
17169,2290.6,2.59,ok
8624,2278.5,30.81,ok
12083,2187.0,142.91,ok
6703,2330.4,98.92,ok
5085,2309.6,178.61,ok
23393,2488.6,3.37,ok
6292,2294.0,197.96,ok
14034,2429.6,108.83,ok
11952,2492.4,46.37,ok
10614,2539.0,11.12,ok
13940,2539.2,12.98,ok
25781,2550.7,18.23,ok
25752,2492.3,88.15,ok
7653,2569.3,24.28,ok
13612,2594.0,11.48,ok
8403,2580.8,27.03,ok
25563,2605.9,32.65,ok
15733,2638.8,8.45,ok
14569,2608.3,62.05,ok
7346,2552.6,121.93,ok
13417,2670.7,19.46,ok
25629,2690.5,39.94,ok
7660,2730.9,13.36,ok
14521,2647.7,120.9,ok
15697,2744.6,46.81,ok
17332,2769.0,44.1,ok
16462,2813.5,2.99,ok
25303,2791.8,25.9,ok
12764,2818.2,24.68,ok
25448,2843.3,21.97,ok
12035,2817.0,59.05,ok
19992,2876.6,29.87,ok
25622,2865.6,83.16,ok
11661,2906.9,43.99,ok
25223,2949.2,7.13,ok
9351,2956.7,600,penalty
25415,2674.9,600,penalty
14507,2951.3,600,penalty
25223,3046.6,5.91,ok
14507,3049.7,23.9,ok
14051,3074.0,22.29,ok
4076,3096.7,15.91,ok
14672,3113.1,23.45,ok
10821,3136.9,21.03,ok
7587,3158.3,600,penalty
9351,3052.7,600,penalty
25436,3053.0,115.34,ok
16447,3168.6,2.33,ok
15508,3171.3,1.57,ok
12664,3173.2,2.3,ok
25362,3175.8,4.37,ok
25691,3180.5,12.13,ok
25394,3192.9,31.94,ok
25691,3225.2,29.33,ok
25394,3225.8,62.01,ok
11266,3228.5,69.94,ok
13827,3298.7,3.73,ok
9855,3288.3,16.71,ok
13380,3302.8,19.7,ok
11399,3305.3,63.84,ok
13591,3369.5,27.5,ok
16107,3397.4,24.7,ok
10804,3323.0,110.94,ok
25317,3254.9,179.7,ok
9618,3422.5,25.68,ok
7203,3435.7,18.36,ok
11881,3454.6,600,penalty
5646,3434.3,48.16,ok
14246,3448.7,170.04,ok
13917,3619.2,600,penalty
13917,3746.0,141.19,ok
16743,3890.7,9.74,ok
10237,3483.1,418.5,ok
25258,3908.0,30.24,ok
10237,3542.1,407.3,ok
16032,3903.9,57.19,ok
25469,3944.7,17.59,ok
14320,3962.7,600,penalty
12184,3961.6,36.79,ok
10499,3949.8,67.52,ok
6936,3998.7,32.7,ok
11821,4018.0,15.9,ok
11543,4031.8,16.17,ok
14936,4034.3,35.03,ok
14936,4047.1,43.88,ok
11547,4069.7,57.67,ok
10731,4127.8,6.05,ok
9057,4051.3,138.42,ok
9447,4091.4,131.32,ok
9924,4223.1,91.33,ok
17514,4314.9,25.52,ok
13313,4190.2,188.2,ok
25704,4134.2,269.77,ok
25703,4340.7,68.16,ok
25282,4404.3,14.2,ok
19169,4419.0,27.4,ok
17034,4446.8,19.2,ok
5216,4466.4,26.6,ok
16547,4493.5,1.67,ok
11154,4495.5,25.8,ok
2837,4409.3,118.54,ok
16119,4521.7,15.13,ok
11540,4528.1,9.84,ok
7414,4538.3,7.47,ok
11170,4546.1,4.89,ok
25037,4551.4,3.73,ok
10556,4555.4,22.87,ok
6456,4578.7,5.42,ok
19844,4584.4,45.29,ok
10075,4630.1,17.05,ok
7857,4647.5,9.81,ok
12406,4378.9,279.68,ok
25324,4657.6,7.08,ok
10262,4537.1,136.25,ok
11999,4674.1,2.5,ok
25650,4677.1,18.34,ok
25566,4665.0,54.78,ok
25283,4695.8,34.41,ok
19727,4720.2,25.64,ok
15194,4659.4,90.84,ok
25624,4746.2,34.64,ok
10170,4730.6,59.55,ok
7551,4750.6,45.81,ok
19865,4790.5,600,penalty
11437,4796.8,600,penalty
17087,4781.2,37.33,ok
11974,4819.1,15.35,ok
10074,4834.9,7.68,ok
15259,4842.9,5.82,ok
10182,4849.0,10.61,ok
10182,4877.7,600,penalty
12212,4859.9,39.48,ok
10601,4899.8,9.45,ok
12212,4877.7,55.09,ok
13308,4933.3,16.87,ok
13626,4950.5,6.9,ok
13308,4949.9,7.59,ok
11982,4958.0,12.83,ok
12849,4971.2,600,penalty
25382,4957.9,600,penalty
14786,4909.6,82.51,ok
25350,4992.5,10.71,ok
3714,5003.5,7.13,ok
12429,5010.9,21.6,ok
25770,5036.7,11.14,ok
25770,5032.9,14.95,ok
25770,5041.6,6.52,ok
25419,5048.1,31.76,ok
3050,5048.1,33.45,ok
16299,5048.6,121.23,ok
5119,5082.0,121.98,ok
25284,5204.5,12.46,ok
8925,5217.3,13.14,ok
12465,5170.2,88.32,ok
12941,5259.1,21.44,ok
14043,5080.3,240.19,ok
20789,5231.0,92.66,ok
15022,5324.1,3.33,ok
10125,5321.1,24.3,ok
10759,5345.7,7.66,ok
17817,5353.8,16.57,ok
11810,5370.7,19.11,ok
13135,5390.2,11.73,ok
12107,5281.1,126.54,ok
16386,5402.4,20.5,ok
25425,5423.3,15.26,ok
12508,5327.8,112.62,ok
13503,5438.9,18.97,ok
15567,5440.8,19.63,ok
12647,5458.4,16.52,ok
13597,5408.2,101.49,ok
13026,5475.4,46.18,ok
15574,5510.0,23.69,ok
25679,5534.1,26.62,ok
5463,5460.8,147.25,ok
11889,5608.4,600,penalty
18465,5561.1,55.8,ok
7316,5521.9,147.75,ok
18934,5617.3,132.67,ok
15010,5750.5,38.42,ok
5310,5789.3,600,penalty
25287,5679.2,600,penalty
25287,5670.1,600,penalty
5310,5871.4,600,penalty
15010,5869.0,55.28,ok
25287,5864.9,600,penalty
10110,5924.7,15.95,ok
12096,5940.9,1.64,ok
15015,5942.9,10.92,ok
17856,5954.1,1.65,ok
10316,5956.1,9.55,ok
10316,5969.0,20.89,ok
20103,5969.8,25.2,ok
14695,5993.2,4.28,ok
15300,6001.4,5.71,ok
15300,6002.7,13.18,ok
12991,6000.8,29.33,ok
14203,6016.4,21.89,ok
25545,6030.5,25.35,ok
14628,6038.7,600,penalty
25700,6007.4,600,penalty
10722,6056.2,600,penalty
10722,6151.9,600,penalty
10722,6158.8,600,penalty
14628,6156.5,600,penalty
14628,6225.5,600,penalty
10722,6226.8,600,penalty
25545,6225.5,600,penalty
10722,6319.2,600,penalty
25545,6313.7,600,penalty
14628,6316.3,39.6,ok
17919,6356.3,1.82,ok
19935,6358.4,32.19,ok
