qid,start,runtime,status
16989,63283.3,77.47,ok
25709,63283.3,77.48,ok
10322,63361.1,42.47,ok
7670,63361.1,82.42,ok
16367,63404.0,43.05,ok
10765,63443.9,15.92,ok
25646,63447.4,18.54,ok
13935,63460.2,13.33,ok
11919,63474.0,19.59,ok
7234,64283.3,252.17,ok
17391,64466.3,93.72,ok
14904,64536.0,35.14,ok
25420,64571.6,600,penalty
25420,64655.0,600,penalty
25250,64560.4,600,penalty
3676,64494.0,600,penalty
14904,64728.1,18.9,ok
25420,64734.1,600,penalty
16761,64747.3,600,penalty
25250,64728.2,82.09,ok
25678,64810.6,39.38,ok
10458,64850.4,11.39,ok
25576,64862.2,7.35,ok
25678,64828.9,45.11,ok
16761,64823.3,77.07,ok
25756,64900.7,9.29,ok
13920,64910.3,29.41,ok
15877,64940.1,1.95,ok
25271,64942.4,7.31,ok
16115,64950.0,20.56,ok
25249,64970.9,5.08,ok
15503,64874.5,112.41,ok
14114,64987.3,2.52,ok
13712,64869.8,161.57,ok
25699,64990.3,48.91,ok
8332,65039.7,7.13,ok
25300,65031.8,18.17,ok
25773,65047.1,13.86,ok
16586,65050.8,10.55,ok
18783,64976.3,94.48,ok
7777,65061.3,20.89,ok
25533,65082.6,24.05,ok
10521,65107.1,18.03,ok
15020,65125.5,2.79,ok
10533,65128.8,15.88,ok
12860,65145.0,10.31,ok
25701,65155.7,50.25,ok
23615,65071.2,137.62,ok
14183,65061.7,167.7,ok
15832,65209.6,25.06,ok
11927,65206.4,30.82,ok
25753,65229.7,11.72,ok
11565,65237.5,16.75,ok
11829,65235.2,25.66,ok
15024,65261.5,3.32,ok
9179,65265.3,8.16,ok
10172,65273.9,12.33,ok
11082,65254.6,46.07,ok
11959,65286.7,23.87,ok
14823,65301.2,9.77,ok
25386,65311.5,14.82,ok
25682,65326.8,23.78,ok
22761,65311.1,76.13,ok
22018,65387.7,6.41,ok
12297,65351.3,100.63,ok
13292,65452.3,37.79,ok
25321,65490.6,32.45,ok
20307,65394.6,147.89,ok
14371,65523.5,37.54,ok
14099,65542.8,30.13,ok
25623,65241.8,332.0,ok
13673,65573.4,3.59,ok
10155,65574.6,38.39,ok
12118,65577.8,58.6,ok
10342,65636.7,600,penalty
6725,65561.5,115.3,ok
10015,65613.4,108.19,ok
13162,65677.3,47.93,ok
13162,65707.2,28.64,ok
16969,65736.3,9.47,ok
7254,65746.1,600,penalty
12610,65725.6,600,penalty
16525,65721.9,39.42,ok
25508,65761.6,47.0,ok
7186,65808.9,3.75,ok
7186,65811.3,6.71,ok
10696,65813.2,20.29,ok
25762,65833.9,27.5,ok
7497,65818.5,43.98,ok
17018,65861.8,15.42,ok
11878,65862.8,45.74,ok
12102,65908.9,18.37,ok
25508,65811.0,116.65,ok
25687,65927.7,16.04,ok
7400,65928.1,24.2,ok
5254,65877.5,121.6,ok
17922,65952.7,86.23,ok
25454,66039.3,9.0,ok
10211,65999.4,50.24,ok
12183,66048.8,15.7,ok
13216,65944.1,139.39,ok
15014,66050.1,46.06,ok
10330,66083.8,16.82,ok
17693,66064.9,52.78,ok
25083,66118.0,4.27,ok
14607,66101.1,22.21,ok
8046,66096.6,44.33,ok
13282,66122.7,20.83,ok
25389,66141.4,14.16,ok
13074,66144.0,24.32,ok
8282,66156.1,600,penalty
8474,66168.6,25.33,ok
5532,66123.7,90.45,ok
25048,66194.3,38.98,ok
9000,66214.5,20.25,ok
8156,66235.1,14.07,ok
9000,66233.6,19.37,ok
25574,66236.7,21.42,ok
17650,66253.4,10.19,ok
3585,66258.5,15.64,ok
12388,66264.0,600,penalty
15172,66274.5,32.93,ok
13127,66249.5,70.75,ok
10259,66307.8,72.18,ok
14239,66320.5,76.81,ok
4399,66380.4,28.65,ok
14239,66349.4,67.19,ok
13485,66398.0,43.81,ok
19122,66410.0,41.93,ok
11559,66442.3,22.5,ok
12518,66417.0,47.89,ok
14854,66465.4,4.42,ok
25373,66465.5,24.11,ok
22013,66489.9,11.17,ok
13586,66501.6,43.63,ok
4601,66545.5,15.3,ok
17175,66452.3,108.64,ok
25486,66561.1,12.4,ok
17169,66573.9,2.59,ok
8624,66561.8,30.81,ok
12083,66470.3,142.91,ok
6703,66613.7,98.92,ok
5085,66592.9,178.61,ok
23393,66771.9,3.37,ok
6292,66577.3,197.96,ok
14034,66712.9,108.83,ok
11952,66775.7,46.37,ok
10614,66822.3,11.12,ok
13940,66822.5,12.98,ok
25781,66834.0,18.23,ok
