0,26522,1
1,4741,1
2,14308,1
3,10795,1
4,4383,1
5,11844,1
6,26517,1
7,25788,1
8,9990,1
9,10229,1
10,17168,1
11,3955,1
12,25478,1
13,7857,1
14,25527,1
15,26294,1
16,14018,1
17,26022,1
18,14904,1
19,26321,1
20,26214,1
21,26005,1
22,11822,1
23,12889,1
24,11614,1
25,25934,1
26,25344,1
27,15149,1
28,26810,1
29,26027,1
30,25467,1
31,17471,1
32,7436,1
33,10948,1
34,25631,1
35,6107,1
36,26414,1
37,14051,1
38,26496,1
39,7787,1
40,16115,1
41,25746,1
42,12305,1
43,26240,1
44,26508,1
45,9953,1
46,15014,1
47,14342,1
48,7660,1
49,12343,1
50,26144,1
51,22566,1
52,26479,1
53,17034,1
54,11399,1
55,9618,1
56,26787,1
57,26324,1
58,25629,1
59,17332,1
60,15049,1
61,4291,1
62,10260,1
63,11729,1
64,11334,1
65,5069,1
66,14319,1
67,26658,1
68,8198,1
69,26256,1
70,10001,1
71,15243,1
72,3924,1
73,25469,1
74,25397,1
75,25577,1
76,15010,1
77,25882,1
78,13237,1
79,10073,1
80,15474,1
81,26456,1
82,11810,1
83,26115,1
84,11968,1
85,9173,1
86,15348,1
87,5765,1
88,25498,1
89,26710,1
90,11082,1
91,8793,1
92,26718,1
93,2895,1
94,25259,1
95,15326,1
96,26245,1
97,9057,1
98,14438,1
99,25435,1
100,12050,1
101,13805,1
102,8812,1
103,25977,1
104,22624,1
105,26281,1
106,15697,1
107,17182,1
108,15150,1
109,26327,1
110,11555,1
111,8569,1
112,25425,1
113,25824,1
114,25885,1
115,10075,1
116,26752,1
117,24675,1
118,11800,1
119,18604,1
120,26276,1
121,25320,1
122,25715,1
123,19186,1
124,6836,1
125,26112,1
126,14738,1
127,26813,1
128,26210,1
129,15832,1
130,16495,1
131,17875,1
132,25315,1
133,25871,1
134,26382,1
135,14674,1
136,26439,1
137,11063,1
138,26783,1
139,26067,1
140,9000,1
141,26025,1
142,14075,1
143,15906,1
144,26720,1
145,26673,1
146,18656,1
147,10322,1
148,6373,1
149,25783,1
150,14203,1
151,11964,1
152,26660,1
153,26486,1
154,5794,1
155,12102,1
156,26425,1
157,18038,1
158,11512,1
159,26283,1
160,15092,1
161,26741,1
162,26805,1
163,17817,1
164,9876,1
165,25585,1
166,25305,1
167,6531,1
168,25445,1
169,11482,1
170,10319,1
171,12950,1
172,13216,1
173,9614,1
174,13132,1
175,25409,1
176,15077,1
177,26263,1
178,26368,1
179,7587,1
180,26608,1
181,26243,1
182,11769,1
183,10601,1
184,25470,1
185,26040,1
186,6388,1
187,25714,1
188,10087,1
189,20054,1
190,13012,1
191,25324,1
192,25384,1
193,11778,1
194,18011,1
195,7073,1
196,13458,1
197,8309,1
198,17856,1
199,15078,1
200,25804,1
201,5114,1
202,11439,1
203,26520,1
204,12849,1
205,12982,1
206,7565,1
207,13640,1
208,26637,1
209,26749,1
210,12381,1
211,25968,1
212,26614,1
